Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
1,033;EUSKAL EDITOREA SL;grande;5813;Edición de periódicos;B20809042;50000000;0;0.0;Sin match;2003;Andoain;93 (einforma);www.berria.eus;Edición del único periódico generalista en euskera, BERRIA, en formato impreso y digital.;~5-10 técnicos;Medio digital (berria.eus) y aplicación móvil. Uso de analítica de datos y posible exploración de IA.;Pello Urzelai Agirre - Responsable de TIC (UIK);EUSKARAZKO KOMUNIKAZIO TALDEA SA;Ninguno;Convenio de 13,8M€ con el Gobierno Vasco para cuatro años (2025-2029).;SÍ. El responsable de TIC participa en ponencias sobre IA, indicando interés y conocimiento en la materia para su aplicación en medios de comunicación.;Sin datos;Fuerte respaldo financiero del Gobierno Vasco con un convenio de 13,8M€ para 4 años, asegurando su viabilidad económica.;Alto;Principalmente software para el desarrollo y mantenimiento de su plataforma de noticias digital y aplicaciones móviles.;PYME;VIABLE;🟢 VIABLE (61/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 93 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8);61.0;guipúzcoa
1,035;SPYRO SOFTWARE SL.;grande;6202;Actividades de consultoría informática;B20900601;50000000;0;0.0;Sin match;1985;Donostia-San Sebastián;60-65 (SPRI, Empresite);www.spyro.es;Desarrollo e implantación de software de gestión ERP especializado en procesos industriales.;~25-35 técnicos;ERP on-premise y cloud (Oracle) para industria. Invierten en I+D (15% facturación) y exploran IA.;No identificado públicamente;Total Specific Solutions (TSS), que es parte de la multinacional Constellation Software Inc.;Ninguno;SPRI (Proyecto Jakintek para desarrollo de herramienta conversacional con IA).;SÍ. Lidera el proyecto Jakintek para desarrollar una herramienta conversacional basada en modelos de lenguaje e IA para analizar documentos empresariales.;ORACLE/HÍBRIDA;Facturación >5M€ en 2024 y pertenece al grupo multinacional Total Specific Solutions (TSS), lo que le aporta una gran solidez financiera.;Alto;Software house de producto (ERP) con enfoque en el sector industrial.;PYME;MUY VIABLE;🟢 MUY VIABLE (74/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 62 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ Sector tech premium (+10);74.0;guipúzcoa
1,036;COMYMEDIA PROYECTOS Y SERVICIOS SL;grande;6190;Otras actividades de telecomunicaciones;B20882569;50000000;0;0.0;Sin match;2005;Donostia-San Sebastián;22 (einforma);www.comymedia.com;Proveedor de servicios y soluciones TIC: cloud, data center, redes y seguridad.;~15-20 técnicos;Servicios gestionados de comunicaciones y soluciones IT para empresas (infraestructuras, cloud, seguridad).;No identificado públicamente;VozTelecom (adquirió el 100% en 2019).;Inveready (a través de VozTelecom).;Sin datos;NO;HÍBRIDA;Adquirida por VozTelecom, participada por el VC Inveready. Facturación de 4M€ en 2018.;Alto;Híbrido Hardware/Soft (Infraestructuras, Redes, Cloud);PYME;VIABLE;🟢 VIABLE (67/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 22 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Con PE/VC (+5) | ✅ Sector tech premium (+10);67.0;guipúzcoa
1,037;EULER POMPAK SL;grande;3312;Reparación de maquinaria;B20899563;50000000;0;0.0;Sin match;2006;Zaldibia;8 (eInforma);www.eulerpumps.com;Fabricación, venta y servicio técnico de equipos y sistemas de bombeo de agua.;~2-4 técnicos;Hardware. Empresa industrial de maquinaria hidráulica (bombas, motores). Su tecnología es electromecánica, no software.;No identificado públicamente;Sociedad Limitada Unipersonal, probablemente propiedad de la familia Mugica/Muxika.;Ninguno;Sin datos;NO. Su actividad se centra en la fabricación y reparación de maquinaria industrial electromecánica.;ON-PREMISE;PYME consolidada con facturación reportada entre 3 y 6 millones de euros.;Alto;Híbrido Hardware/Industrial;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,039;CARNICAS IBARRA SL;grande;4632;Comercio al por mayor de carne y productos cárnicos;B20334975;50000000;0;0.0;Sin match;1990;Ibarra;17 (Empresite 2025);www.carnicasibarra.com;Comercio al por mayor de carnes y productos cárnicos, incluyendo vacuno, porcino y elaborados.;~0-1 técnicos (probablemente externalizado);La web oficial es una página corporativa estándar que no muestra un uso avanzado de tecnología como inteligencia artificial, software propio o IoT. El enfoque de la empresa es la industria cárnica tradicional.;No identificado públicamente;No identificado públicamente (Sociedad Limitada);Ninguno;Ha recibido financiación del programa Hazitek del Gobierno Vasco para un proyecto de I+D enfocado en la mejora de productos cárnicos.;NO;No identificado públicamente;La empresa tiene una facturación estimada entre 3 y 6 millones de euros, fue constituida en 1990 y ha obtenido financiación pública para proyectos de investigación y desarrollo.;Alto;Perfil no tecnológico. La empresa se centra en la industria alimentaria y los procesos de producción cárnica.;DESCARTAR;DUDOSO;🟡 DUDOSO (33/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ I+D público (+5) | ❌ Sector bajo salario (-10);33.0;guipúzcoa
1,042;EUREX REPRESENTACIONES Y DISTRIBUCION SL;grande;4662;Comercio al por mayor de máquinas herramienta;B20737912;50000000;0;0.0;Sin match;2001;Donostia-San Sebastián;11 (einforma);www.eurex-sl.com;Comercio al por mayor de máquinas herramienta y accesorios industriales.;~2-4 técnicos;Web corporativa estándar sin desarrollos a medida visibles ni complejidad técnica aparente.;No identificado públicamente;No identificados públicamente;Ninguno;Sin datos;NO;ON-PREMISE;Empresa consolidada en su sector con más de 20 años de actividad.;Alto;Comercial y de distribución, no es una empresa de perfil tecnológico.;DESCARTAR;POSIBLE;🟡 POSIBLE (43/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Sector industrial (+5);43.0;guipúzcoa
1,043;SALANORT S.L.;grande;4638;Comercio al por mayor de pescados y mariscos y otros productos alimenticios;B20531604;50000000;0;0.0;Sin match;1995;Getaria;11 (Empresite);www.salanort.com;Elaboración y conserva de pescado, especializándose en anchoa, bonito, boquerón y pulpo.;~1-2 técnicos;Empresa del sector de la alimentación (conservas de pescado) con un enfoque en métodos artesanales. Su tecnología se centra en su sistema de envasado y la cocción a baja temperatura. No se detecta un componente de software complejo, IA o desarrollo tecnológico avanzado.;No identificado públicamente;Koldo Larrañaga y Luis Larrañaga (padre). En 2025, se nombra a Koldo Larrañaga Zulaica como Administrador Único, sucediendo a Luis Larrañaga Iturrioz.;Ninguno;Sin datos;NO;No identificado;Facturación estimada entre 3 y 6 millones de euros. Empresa familiar consolidada con 20 años de historia y enfocada en productos de alta calidad con reconocimiento internacional.;Alto;Principalmente perfiles para el sector de la alimentación y producción.;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,044;ERLO TALADROS Y ROSCADORAS SL;grande;2841;Fabricación de máquinas herramienta para trabajar el metal;B20993440;50000000;0;0.0;Sin match;2009;Azkoitia;27 (eInforma);www.erlo.com;Diseño, fabricación y comercialización de taladros, roscadoras y maquinaria para trabajar el metal.;~5-10 técnicos;Empresa industrial tradicional de máquina herramienta que integra soluciones de automatización y personalización. No se detecta un componente de software complejo o IA propio.;No identificado públicamente;CONSTRUCCIONES MECANICAS ERLO SA (Administrador único);Ninguno;Hazinnova, Hazitek;NO. Participa en un proyecto (ArgituML) para aumentar el uso de IA en el tejido industrial vasco, pero no parece ser un usuario actual.;Sin datos;Empresa consolidada con más de 60 años de historia (como grupo) y con actividad exportadora. Facturación relevante en su sector.;Alto;Híbrido Hardware/Mecánica con algo de automatización.;PYME;VIABLE;🟢 VIABLE (54/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 27 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);54.0;guipúzcoa
1,045;NEOS SURGERY SL;grande;3250;Fabricación de instrumentos y suministros médicos y odontológicos;B20822334;50000000;21;1.0;Exacto (Normalizado);2003;Cerdanyola del Vallès (Barcelona) y Donostia-San Sebastián (Gipuzkoa);25 (PitchBook);www.neosurgery.com;Desarrollo y comercialización de dispositivos médicos innovadores para neurocirugía, cirugía espinal y cardiotorácica.;~5-10 técnicos;Hardware médico (implantes) con alta complejidad en ciencia de materiales (polímeros biocompatibles como PEEK, composites de fibra de carbono) e ingeniería biomédica.;Salvador Llas Vargas - Head of Product Development (Advanced Factories);Fundadores, Eurecat, Tecnalia y firmas de capital riesgo.;Avançsa, Talde, Tecnalia Ventures;CDTI, EIC Accelerator, ICEX;SÍ. La empresa está comenzando a utilizar la IA para la automatización de tareas y el análisis de datos con el objetivo de optimizar procesos internos.;No identificado públicamente;Múltiples rondas de financiación, incluyendo capital riesgo (Avançsa, Talde) y subvenciones públicas competitivas a nivel europeo (EIC Accelerator), indican una sólida capacidad financiera.;Máximo;Híbrido Hardware (ingeniería biomédica, materiales) con un componente inicial de Software/Datos para optimización de procesos.;TIBURÓN;MUY VIABLE;🟢 MUY VIABLE (77/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 25 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ✅ Con PE/VC (+5) | ✅ I+D público (+5) | ✅ Sector tech premium (+10);77.0;guipúzcoa
1,046;LUMENIS AESTHETICS IBERIA SL.;grande;4669;Comercio al por mayor de otra maquinaria y equipo;B67646919;50000000;0;0.0;Sin match;2021;Donostia/San Sebastián;~15-25 (Estimación);www.lumenisiberia.es;Distribuidor y servicio técnico de equipos láser para estética y medicina.;~5-10 técnicos;Hardware Médico-Estético (Láser, IPL, RF). El software es embebido en los dispositivos.;No identificado públicamente;Parte de Reference Medical Group. La matriz global, Lumenis, pertenece a Baring Private Equity Asia.;Baring Private Equity Asia (a nivel global);Sin datos;NO + A nivel de la matriz global, los equipos pueden incorporar algoritmos avanzados, pero la filial española no desarrolla IA.;No identificado;Filial de un líder mundial (Lumenis) propiedad de un importante fondo de capital riesgo (Baring PE).;Máximo;Híbrido Hardware/Software (Ingenieros de campo, técnicos de servicio, especialistas de producto).;TIBURÓN;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Con PE/VC (+5);50.0;guipúzcoa
1,047;CODEAM SL;grande;4690;Comercio al por mayor no especializado;B20305231;50000000;0;0.0;Sin match;1990;Andoain;18 (eInforma);www.codeam.com;Comercio, instalación y mantenimiento de equipos industriales: aire comprimido, frío y climatización.;~10-15 técnicos;Hardware industrial (compresores, climatización). Instalación y mantenimiento de equipos físicos, no desarrollo de software.;No identificado públicamente;Privada. Administrador Único: Joseba Uyarra Amenabar (Infonif).;Ninguno;Sin datos;NO. Su actividad se centra en la venta y mantenimiento de maquinaria industrial física.;Sin datos;Facturación entre 3-6M€, empresa consolidada con más de 30 años de actividad. [3, 5, 10];Alto;Técnicos de campo / Ingenieros industriales (Hardware);PYME;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);50.0;guipúzcoa
1,048;GURPILAN SL;grande;3092;Fabricación de bicicletas y de vehículos para personas con discapacidad;B20490033;50000000;0;0.0;Sin match;1994;Deba;11-20 (einforma/empresite);www.gurpil.com;Fabricación y comercialización de componentes, repuestos y accesorios para bicicletas.;~1-2 técnicos (IT);Empresa industrial tradicional. Uso de ERP para gestión y plataforma B2B online. Sin evidencia de desarrollo de software propio, IA o IoT.;No identificado públicamente;Sin datos;Ninguno;SPRI (Industria Digitala, Ciberseguridad Empresarial);NO. No hay evidencia del uso de IA en sus productos o servicios.;Sin datos;Empresa consolidada (fundada en 1994) con actividad industrial y beneficiaria de ayudas públicas. La cifra de ventas de 500M€ indicada en el prompt parece anómala para su tamaño.;Alto;Hardware/Industrial;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,049;AGUA DE INSALUS SA;grande;1107;"Fabricación de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas";A20000139;50000000;0;0.0;Sin match;1894;Tolosa;24 (eInforma 2025);www.insalus.es;Explotación de manantial, producción, envasado y venta de agua mineral natural.;~1-3 técnicos;Baja. IT corporativa con ERP (Zucchetti) y ofimática. Planta de producción con automatización industrial.;No identificado públicamente;Empresa de capital privado, con la familia Malcorra en puestos directivos clave.;Ninguno;SPRI (Ciberseguridad 2024), Hazitek/Zitek (Proyecto SMARTFOO 2021-2022).;NO (No se identifica el uso de IA en su producto o procesos. Posible uso a través de software de terceros como ERP).;HÍBRIDA (Uso de SaaS para servicios específicos como la banca y posible ERP en la nube).;Empresa consolidada con más de 100 años de historia y facturación estable en el rango de 3-6M€.;Alto;IT generalista y mantenimiento industrial.;PYME;VIABLE;🟢 VIABLE (50/100 pts) - ✅ Ventas >100M€ (+30) | ⚠️ 24 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Cloud híbrido (+3) | ✅ I+D público (+5);50.0;guipúzcoa
1,05;CASH LEKU BERRI SL;grande;4634;Comercio al por mayor de bebidas;B20577490;50000000;0;0.0;Sin match;1996;Irún;11 (Empresite);www.cashlekuberri.com;Distribuidor y Cash & Carry de bebidas, alimentación, conservas y droguería para profesionales.;~0-1 técnicos;Web corporativa básica. No se evidencia desarrollo de software propio, IA, IoT u otra complejidad.;No identificado públicamente;No identificados públicamente;Ninguno;Ha recibido una subvención del Ministerio de Asuntos Económicos y Transformación Digital (Red.es).;NO. Su actividad principal es la distribución y logística de productos de gran consumo, sin evidencia de aplicación de IA en sus operaciones.;ON-PREMISE;Empresa con ventas reportadas entre 3 y 6 millones de euros. No se detecta inversión de capital riesgo.;Bajo;Logística/Almacén;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,051;HORMIGONES EKARRI SL.;grande;2361;Fabricación de elementos de hormigón para la construcción;B75081802;50000000;0;0.0;Sin match;2012;Donostia-San Sebastián;15 (einforma);www.no identificada;Fabricación y comercialización de hormigón fresco y elementos para la construcción.;0-1 técnicos (estimación);Industrial. Sin evidencia de desarrollo de software, IoT, IA o tecnología cloud.;No identificado públicamente;INVERSIONES INKONUR SL (Socio Único), parte del grupo constructor ALTUNA Y URIA SA.;Ninguno;Sin datos;NO. No hay ninguna evidencia pública del uso de IA en sus procesos.;ON-PREMISE;Facturación estimada entre 3-6M€. Pertenece a un grupo constructor consolidado (ALTUNA Y URIA).;Bajo;Industrial / Hardware;DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
1,052;PUERTAS IRATI ATEAK SL;grande;1623;Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción;B75136838;50000000;0;0.0;Sin match;2015;Donostia-San Sebastián;10 (eInforma);www.puertasirati.com;Fabricación de puertas de madera, estructuras de madera y piezas de carpintería y ebanistería.;~0-1 técnicos;Web corporativa estándar sin funcionalidades complejas aparentes como IA, IoT o software propio.;No identificado públicamente;Administradores Solidarios: Villate Mollano Jorge, Villate Saenz Fernando, Villate Moyano Sergio.;Ninguno;Ha recibido subvenciones de Lanbide (Servicio Vasco de Empleo).;NO. No hay indicios de uso de IA en su web ni en noticias.;ON-PREMISE;Empresa con una facturación consolidada de entre 3 y 6 millones de euros.;Bajo;Hardware (Fabricación tradicional);DESCARTAR;POSIBLE;🟡 POSIBLE (38/100 pts) - ✅ Ventas >100M€ (+30) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);38.0;guipúzcoa
